Participant,Start,End,Sentence
28.Orange.154,12:05.0,12:05.9,"""Signal fire."""
28.Pink.71,12:05.9,12:06.7,"""%"""
28.Orange.155,12:06.2,12:12.2,"""Load load the extra shirt and pants and light it on fire to get some good smoke."""
28.Blue.182,12:08.3,12:09.1,"""Makes --"""
28.Blue.183,12:10.4,12:12.7,"""Then toss in the newspaper."""
28.Blue.184,12:12.8,12:43.1,"""Okay, so this is what we have fifteen to one: so we have two ski polls, quart of whiskey, um, cigarette lighter without fluid, where's twelve, oh ball of steel wool, loaded pistol, sectional air map, compress kit, can of shortening, flashlight with batteries, family-sized chocolate bar, extra shirt and pants, um, four is newspaper, three is knife, two is thirty feet of rope, one is compass."""
28.Orange.156,12:13.3,12:13.9,"""Cool."""
28.Orange.157,12:17.3,12:17.9,"""Yeah."""
28.Blue.185,12:44.6,12:45.6,"""I think that's pretty good."""
28.Orange.158,12:47.1,12:48.4,"""Kay, the map."""
28.Blue.186,12:48.5,12:49.3,"""Mhm."""
28.Orange.159,12:50.0,12:51.7,"""Could we put that one higher up?"""
28.Orange.160,12:52.1,12:53.3,"""Close to one."""
28.Orange.161,12:54.4,12:58.4,"""Cause I'm just thinking if they ever go off."""
28.Blue.187,13:02.3,13:03.1,"""Um."""
28.Blue.188,13:03.1,13:04.0,"""I don't know."""
28.Blue.189,13:04.1,13:04.7,"""I'm --"""
28.Orange.162,13:04.8,13:06.1,"""Cause what's it at right now?"""
28.Blue.190,13:05.9,13:06.7,"""It's at ten."""
28.Pink.72,13:07.1,13:10.7,"""Cause it says it's an air map, right?"""
28.Orange.163,13:12.2,13:13.5,"""Yeah, I don't even know what that is."""
28.Blue.191,13:13.5,13:14.2,"""Yeah."""
28.Pink.73,13:13.5,13:14.0,"""$"""
28.Pink.74,13:14.0,13:17.0,"""What-would that be any different than a regular ground map?"""
28.Blue.192,13:16.3,13:19.4,"""$"""
28.Orange.164,13:16.4,13:22.9,"""When I first read it, I thought $, when I first saw it, I thought it was like an air mattress made of plastic."""
28.Pink.75,13:17.0,13:18.2,"""$"""
28.Pink.76,13:20.4,13:21.0,"""%"""
28.Blue.193,13:22.9,13:24.8,"""$"""
28.Orange.165,13:23.0,13:28.0,"""$ I was just picturing like a camping kind of air mattress that you blow up."""
28.Pink.77,13:23.0,13:24.8,"""$"""
28.Pink.78,13:27.3,13:28.0,"""Hm."""
28.Blue.194,13:28.0,13:34.1,"""Okay, so seeing as how like none of us like know really what it is, I feel like ten is like a safe spot for it to be at."""
28.Blue.195,13:34.1,13:37.7,"""Cause what if what if it's like completely useless and we have it as like number six?"""
28.Orange.166,13:34.6,13:35.4,"""Would that --"""
28.Orange.167,13:36.2,13:37.0,"""I feel like --"""
28.Orange.168,13:37.7,13:41.7,"""I think it's actually like a map of where the cold pockets are."""
28.Orange.169,13:41.7,13:46.3,"""So, like in this ravine, it tells you how cold it is."""
28.Blue.196,13:46.6,13:48.1,"""$"""
28.Orange.170,13:46.6,13:49.9,"""Could be, I don't know, it tells you the hot spots."""
28.Pink.79,13:46.9,13:47.8,"""$"""
28.Pink.80,13:48.3,13:55.0,"""Uh, I think, I think it would, I think it would have more to do with like the-the direction of the wind and yeah."""
28.Orange.171,13:55.3,13:58.6,"""Yeah but that would always be changing so if it's made of plastic."""
28.Blue.197,13:57.0,14:00.4,"""I was thinking that like a, like a, like a downward look at everything."""
28.Pink.81,13:58.5,13:59.3,"""Well."""
28.Blue.198,14:00.4,14:01.5,"""That's where I was going."""
28.Blue.199,14:01.5,14:02.7,"""But, probably wrong."""
28.Orange.172,14:02.8,14:04.4,"""Air to earth."""
28.Orange.173,14:04.4,14:05.9,"""$"""
28.Blue.200,14:05.3,14:07.2,"""Earth to earth ratio."""
28.Orange.174,14:06.8,14:07.5,"""Yeah."""
28.Blue.201,14:07.3,14:08.5,"""Um."""
28.Orange.175,14:08.5,14:10.7,"""Okay, no, I feel like where it is is fine."""
28.Blue.202,14:10.7,14:11.4,"""Fair."""
28.Blue.203,14:11.4,14:12.7,"""Are we all happy with it?"""
28.Pink.82,14:12.7,14:13.3,"""Mhm."""
28.Orange.176,14:13.0,14:13.8,"""Yep."""
28.Blue.204,14:13.5,14:15.1,"""Yep, okay sick."""
28.Blue.205,14:15.6,14:17.9,"""Now we're -- yeah, I guess."""
28.Orange.177,14:15.6,14:16.3,"""Done?"""
