Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
6.Blue.72,07:06.0,07:09.4,00:03.4,"Positive, Negative",,,Pistol,"""Um I I dont really trust people with guns $ so"""
6.Pink.103,07:08.7,07:09.4,00:00.8,,,,,"""Yeah"""
6.Green.102,07:09.5,07:13.9,00:04.4,,,,Pistol,"""I like guns so I was just like I would want like I would want the gun if I was out there"""
6.Blue.73,07:10.0,07:11.5,00:01.5,Negative,,,,"""Im kinda iffy about it"""
6.Pink.104,07:13.7,07:14.5,00:00.9,,,,,"""Exactly"""
6.Green.103,07:13.9,07:15.4,00:01.5,,,,Pistol,"""I would want to be the one holding it"""
6.Pink.105,07:14.7,07:15.4,00:00.7,,,,,"""Exactly"""
6.Green.104,07:15.4,07:17.7,00:02.3,"Positive, Negative",,,,"""Like I would get all freaked out at everyone $"""
6.Pink.106,07:15.5,07:22.2,00:06.6,,,,,"""But then if we are they didnt say how many people are there but if are a whole bunch of people oh"""
6.Orange.29,07:15.8,07:17.7,00:01.9,Positive,,,,"""$"""
6.Blue.74,07:19.0,07:19.7,00:00.7,,,,,"""Yeah"""
6.Green.105,07:20.4,07:22.1,00:01.7,,,,Pistol,"""Will we each get a gun then"""
6.Pink.107,07:22.2,07:23.7,00:01.5,,,,Pistol,"""No no no its only one gun"""
6.Blue.75,07:22.3,07:24.0,00:01.7,,,,Pistol,"""No its just one gun"""
6.Orange.30,07:22.7,07:23.9,00:01.2,,,,Pistol,"""Just one gun"""
6.Green.106,07:23.4,07:24.4,00:01.0,,,,Pistol,"""Only one gun"""
6.Pink.108,07:24.0,07:25.4,00:01.3,,,,,"""So when it doesnt say """
6.Blue.76,07:24.4,07:26.9,00:02.5,,,,Pistol,"""I would leave it with the person that knows how to use it"""
6.Green.107,07:26.6,07:27.7,00:01.1,,,,,"""No thats what I mean"""
6.Pink.109,07:26.9,07:27.5,00:00.7,,,,,"""Exactly"""
6.Blue.77,07:27.2,07:27.9,00:00.6,,,,,"""But"""
6.Green.108,07:27.7,07:28.4,00:00.7,,,,,"""Yeah I wouldnt"""
6.Green.109,07:28.4,07:33.3,00:04.9,,,,Pistol,"""If one person was um trained on it I will be like okay you have that in case of emergency"""
6.Pink.110,07:30.0,07:30.9,00:00.9,,,,,"""Yeah but """
6.Pink.111,07:32.1,07:39.6,00:07.4,Negative,,,Pistol,"""But but imagine youre right after uh a crash and you see a gun and like youre not bel trusting people"""
6.Blue.78,07:39.6,07:40.0,00:00.4,,,,,"""Yeah"""
6.Pink.112,07:40.0,07:40.6,00:00.6,,,,,"""Uh"""
6.Green.110,07:41.2,07:42.4,00:01.2,,,,,"""Thats true"""
6.Pink.113,07:42.4,07:42.9,00:00.5,,,,,"""Yeah"""
6.Green.111,07:42.5,07:43.7,00:01.2,,,,,"""Thats true"""
6.Blue.79,07:43.5,07:46.1,00:02.5,,,,Pistol,"""Yeah its unlikely that theyll give it up"""
6.Green.112,07:44.2,07:45.0,00:00.9,,,,,"""Well you """
6.Green.113,07:46.4,07:46.8,00:00.5,,,,,"""Yeah"""
6.Pink.114,07:46.8,07:47.3,00:00.6,,,,,"""Exactly"""
6.Green.114,07:46.8,07:50.3,00:03.5,,,,Pistol,"""But not like theyre going to use it against you though because theyre all working together"""
6.Pink.115,07:48.3,07:53.1,00:04.8,Negative,,,Pistol,"""And how do you know the first person who finds it doesnt you know keep it for themselves"""
6.Green.115,07:50.3,07:51.1,00:00.8,,,,,"""But you dont """
6.Green.116,07:52.5,07:53.9,00:01.4,Negative,,,,"""Yeah and then not tell anyone"""
6.Pink.116,07:53.6,07:54.3,00:00.7,,,,,"""Mhm"""
6.Green.117,07:53.9,07:54.6,00:00.6,,,,,"""Oh"""
6.Orange.31,07:54.8,07:55.8,00:01.0,"Positive, Negative",,,,"""$"""
6.Green.118,07:54.9,07:56.2,00:01.3,"Positive, Negative",,,,"""Okay drama"""
6.Blue.80,07:56.2,07:57.4,00:01.2,"Positive, Negative",,,,"""$"""
6.Green.119,07:56.7,07:59.0,00:02.3,,,,Pistol,"""Okay so what we dont wanna do the gun then"""
6.Pink.117,07:57.3,07:58.1,00:00.8,,,,,"""[unclear]"""
6.Pink.118,07:59.2,08:05.2,00:06.1,,,,Pistol,"""Uh I would rather have the gun lower cause I do understand it is a safety especially for woods"""
6.Blue.81,08:02.8,08:03.6,00:00.8,,,,,"""Yeah"""
6.Green.120,08:03.0,08:03.5,00:00.6,,,,,"""Yeah"""
6.Green.121,08:04.2,08:04.7,00:00.5,,,,,"""Okay"""
6.Green.122,08:05.6,08:06.7,00:01.1,,,,,"""So wait for that one"""
6.Pink.119,08:06.6,08:07.2,00:00.6,,,,,"""Mhm"""
6.Green.123,08:06.7,08:10.9,00:04.2,,Proposal,,Compress Kit,"""Do we wanna do maybe the compress kit or"""
6.Pink.120,08:11.3,08:13.0,00:01.7,,,,"Compress Kit, Flashlight","""Compress kit or flashlight"""
6.Green.124,08:12.4,08:14.5,00:02.1,,,,Flashlight,"""Or flash thats what I was thinking flashlight"""
6.Orange.32,08:13.2,08:14.6,00:01.4,,Proposal,,Flashlight,"""I would say flashlight"""
6.Pink.121,08:13.5,08:13.9,00:00.4,,Agreement,,,"""Yeah"""
6.Blue.82,08:14.0,08:16.8,00:02.8,,"Agreement, Proposal",,"Compress Kit, Flashlight","""Yeah flashlight and then the compress kit"""
6.Pink.122,08:14.3,08:15.3,00:01.0,,Agreement,,Flashlight,"""Flashlight for sure"""
6.Green.125,08:14.8,08:16.7,00:01.8,,"Agreement, Proposal",,Flashlight,"""Flashlight and then the compress kit"""
6.Pink.123,08:16.5,08:17.1,00:00.6,,Agreement,,,"""Mhm"""
6.Green.126,08:16.8,08:17.4,00:00.6,,,,,"""Okay"""
6.Green.127,08:17.9,08:20.9,00:03.0,,,,,"""And then we have short """
6.Blue.83,08:19.8,08:21.8,00:02.1,,Proposal,,Pistol,"""I think then you can put the pistol"""
6.Green.128,08:21.8,08:22.3,00:00.5,,Agreement,,,"""Kay"""
6.Green.129,08:22.4,08:24.1,00:01.7,,Confirmation,,,"""Eleven twelve"""
6.Green.130,08:24.1,08:25.3,00:01.2,,,,,"""Eleven oh yeah"""
6.Green.131,08:25.4,08:27.3,00:01.9,,,,"Shortening, Ski Poles","""And then ski poles and shortening"""
6.Orange.33,08:25.6,08:26.8,00:01.2,,Proposal,,Ski Poles,"""Ski poles"""
6.Green.132,08:27.3,08:29.0,00:01.6,,Proposal,,"Shortening, Ski Poles","""So shortening then ski poles"""
6.Blue.84,08:27.6,08:29.2,00:01.7,,Agreement,,Shortening,"""The shortening definitely"""
6.Pink.124,08:29.0,08:29.9,00:00.9,,Agreement,,,"""Yeah"""
6.Green.133,08:30.1,08:31.5,00:01.4,,,,,"""Um thirteen"""
6.Blue.85,08:30.9,08:33.5,00:02.6,,,,Ski Poles,"""I dont really know what I would do with ski poles"""
6.Green.134,08:33.7,08:36.2,00:02.5,,,,,"""You can find something to do like"""
6.Pink.125,08:33.8,08:34.4,00:00.6,,,,,"""Uh"""
6.Pink.126,08:35.7,08:39.0,00:03.3,,,,Ski Poles,"""It the thing is its only two"""
6.Pink.127,08:39.4,08:42.4,00:03.0,,,,Ski Poles,"""Because if everybody had a pair then that helps walking"""
6.Blue.86,08:42.2,08:43.0,00:00.7,,,,,"""Yeah"""
6.Green.135,08:42.5,08:43.1,00:00.6,,,,,"""Yeah"""
6.Pink.128,08:43.2,08:47.3,00:04.1,,,,Ski Poles,"""Uh but if we we had someone that has problem walking that could use it"""
6.Pink.129,08:47.3,08:50.5,00:03.2,,,,Ski Poles,"""Uh could be like a makeshift weapon"""
6.Pink.130,08:50.7,08:51.2,00:00.5,,,,,"""I dont know"""
6.Green.136,08:51.3,08:52.8,00:01.5,,,,Ski Poles,"""You could wack someone on the head with that"""
6.Pink.131,08:52.8,08:54.5,00:01.7,,,,,"""Or something in the head"""
6.Orange.34,08:54.3,08:56.3,00:02.0,Positive,,,,"""Something or an animal $"""
6.Blue.87,08:54.5,08:57.3,00:02.8,Positive,,,,"""Because we need to make a tourniquet I guess $"""
6.Pink.132,08:57.3,09:04.0,00:06.7,,,,,"""I guess or if someone breaks a uh broken leg or broken arm broken uh that thing"""
6.Orange.35,08:59.9,09:01.3,00:01.4,,,,,"""Broken leg or something"""
6.Blue.88,09:00.2,09:01.2,00:01.0,,,,,"""Oh yeah"""
6.Orange.36,09:01.5,09:02.0,00:00.5,,,,,"""Broken"""
6.Green.137,09:04.0,09:04.5,00:00.5,,,,,"""Yeah"""
6.Blue.89,09:04.9,09:05.4,00:00.5,,,,,"""Yeah"""
6.Green.138,09:05.3,09:05.8,00:00.5,,,,,"""Okay"""
6.Blue.90,09:05.7,09:07.3,00:01.5,,,,,"""Secondary precautions"""
6.Pink.133,09:05.8,09:06.6,00:00.8,,,,,"""Yep"""
6.Blue.91,09:07.7,09:08.4,00:00.8,Positive,,,,"""Awesome"""
6.Pink.134,09:08.0,09:10.0,00:02.0,,,,,"""So everybody agrees with the list"""
6.Green.139,09:09.4,09:10.4,00:01.0,,,,,"""Mhm"""
6.Orange.37,09:10.0,09:10.4,00:00.5,,,,,"""I think so yeah"""
6.Blue.92,09:10.5,09:11.1,00:00.7,,,,,"""Yeah """
6.Pink.135,09:10.8,09:11.6,00:00.8,,,,,"""Yeah"""
