Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
18.Blue.72,11:04.5,11:05.2,00:00.6,,,,,"""Um."""
18.Pink.144,11:04.6,11:07.4,00:02.8,,,,Compass,"""And we still don't have the compass down as well."""
18.Orange.71,11:07.9,11:08.4,00:00.5,,,,,"""Really?"""
18.Blue.73,11:08.3,11:09.4,00:01.1,,,,Compass,"""We don't have compass, no. """
18.Orange.72,11:10.1,11:15.2,00:05.2,,,,Compass,"""I think it's -- it should be one of the first ones cause we're northwest of a small town."""
18.Orange.73,11:15.2,11:16.7,00:01.5,,,,,"""How are we going to go from there?"""
18.Pink.145,11:17.0,11:18.2,00:01.2,,,,Compass,"""Should we replace it?"""
18.Pink.146,11:18.2,11:21.8,00:03.6,,Proposal,,"Compass, Pistol","""Should we switch it with the pistol?"""
18.Pink.147,11:22.4,11:23.5,00:01.1,,,,Pistol,"""The pistol's six."""
18.Pink.148,11:25.4,11:27.1,00:01.7,,,,,"""Cause we have one."""
18.Blue.74,11:27.1,11:28.8,00:01.7,,,,,"""What's um?"""
18.Orange.74,11:27.7,11:31.3,00:03.6,,Disagreement,,Pistol,"""A pistol could be good for attracting attention and hunting."""
18.Pink.149,11:30.9,11:31.8,00:00.9,,,,,"""True."""
18.Pink.150,11:34.4,11:39.4,00:05.1,,,,Chocolate Bar,"""Um, and we have two as the chocolate bar."""
18.Blue.75,11:37.8,11:40.2,00:02.4,,,,,"""What's -- what do you have for five?"""
18.Pink.151,11:40.2,11:41.8,00:01.6,,,,Flashlight,"""For five, we have the flashlight."""
18.Pink.152,11:43.1,11:44.2,00:01.1,,,,"Compass, Flashlight","""Should we switch?"""
18.Blue.76,11:44.5,11:48.2,00:03.7,,Proposal,,"Air Map, Flashlight","""Yeah, I think we should switch the map with the flashlight. """
18.Pink.153,11:45.0,11:46.0,00:01.0,,,,"Air Map, Flashlight","""I think we should switch."""
18.Blue.77,11:48.2,11:52.9,00:04.7,,,,Air Map,"""Cause I think I-I think what this is is that it's a map of your area."""
18.Pink.154,11:52.8,11:53.4,00:00.5,,Agreement,,,"""Yeah."""
18.Pink.155,11:54.1,11:54.9,00:00.8,,Agreement,,,"""Okay."""
18.Blue.78,11:56.1,11:59.7,00:03.5,,,,Air Map,"""Which could be kind of important."""
18.Pink.156,11:59.7,12:00.1,00:00.5,,,,,"""Yeah."""
18.Orange.75,11:59.8,12:04.4,00:04.6,,,,Air Map,"""Oh, yeah it's the air map so would be like the plane."""
18.Blue.79,12:04.5,12:05.2,00:00.7,,,,,"""Yeah."""
18.Orange.76,12:07.3,12:10.2,00:02.9,,,,"Air Map, Compass","""So we should put compass and the air map together?"""
18.Blue.80,12:10.5,12:11.4,00:00.9,,,,,"""Yeah, I think so."""
18.Blue.81,12:11.4,12:12.7,00:01.2,,,,,"""[unclear]"""
18.Pink.157,12:13.0,12:14.5,00:01.5,,,,,"""Okay, so we have."""
18.Pink.158,12:16.0,12:18.0,00:02.0,,,,,"""So we have to switch up some stuff now."""
18.Pink.159,12:18.6,12:20.1,00:01.6,,,,Compass,"""Compass has no number."""
18.Pink.160,12:20.1,12:21.5,00:01.4,,,,Flashlight,"""Flashlight was five."""
18.Pink.161,12:22.8,12:24.2,00:01.3,,,,,"""What would you guys consider?"""
18.Pink.162,12:24.2,12:27.1,00:02.9,,,,Chocolate Bar,"""And then the second one was the chocolate bar."""
18.Pink.163,12:27.6,12:29.1,00:01.5,,,,Knife,"""And then three was a knife."""
18.Pink.164,12:29.1,12:30.2,00:01.2,,,,Rope,"""Four was rope."""
18.Orange.77,12:30.2,12:31.1,00:00.9,,,,,"""What was seven?"""
18.Pink.165,12:31.1,12:33.0,00:01.9,,,,Newspaper,"""Seven was newspaper."""
18.Orange.78,12:33.4,12:35.4,00:02.0,,Proposal,,Newspaper,"""Could we put newspaper at eight?"""
18.Pink.166,12:35.4,12:36.0,00:00.5,,,,,"""Eight?"""
18.Pink.167,12:36.8,12:38.9,00:02.1,,,,Compress Kit,"""Then that bumps the compress kit."""
18.Blue.82,12:39.0,12:39.6,00:00.6,,,,,"""Okay."""
18.Pink.168,12:40.2,12:42.6,00:02.4,,,,,"""We would have to bump them all up."""
18.Pink.169,12:43.3,12:45.6,00:02.3,,Agreement,,,"""I guess um."""
18.Pink.170,12:51.0,12:55.7,00:04.6,,,,,"""Oh, we just changed [unclear]."""
18.Pink.171,12:57.1,12:59.4,00:02.3,"Positive, Negative",,,,"""Oh god $."""
18.Pink.172,13:00.1,13:04.6,00:04.6,,,,Compress Kit,"""Okay, then we have the compress kit which is also eight."""
18.Pink.173,13:04.6,13:07.0,00:02.4,,,,,"""So where would you guys want to move that one to?"""
18.Orange.79,13:07.0,13:08.1,00:01.1,,,,,"""Wait, I have a question."""
18.Orange.80,13:08.1,13:11.1,00:03.0,,,,,"""How long do you think it would take to travel eighty miles?"""
18.Blue.83,13:13.2,13:14.4,00:01.2,,,,,"""A long time I think."""
18.Blue.84,13:14.5,13:15.4,00:00.8,,,,,"""It is."""
18.Orange.81,13:14.5,13:15.3,00:00.8,,,,,"""How long?"""
18.Pink.174,13:15.7,13:17.2,00:01.4,,,,,"""Especially if it's in snow."""
18.Pink.175,13:19.2,13:22.1,00:02.9,"Positive, Negative",,,,"""And you don't know where you're going $."""
18.Orange.82,13:20.5,13:22.8,00:02.3,,,,Flashlight,"""You're definitely going to need the flashlight."""
18.Pink.176,13:22.8,13:23.5,00:00.7,,,,,"""Yeah."""
18.Pink.177,13:24.8,13:26.5,00:01.7,,,,Flashlight,"""So, we have that as five."""
18.Orange.83,13:25.7,13:31.6,00:06.0,,,,Newspaper,"""And we also going to need the newspaper cause as much as it doesn't contribute to you moving further."""
18.Pink.178,13:30.4,13:30.9,00:00.5,,,,,"""Yeah."""
18.Blue.85,13:31.1,13:31.8,00:00.7,,,,,"""Yeah."""
18.Orange.84,13:32.1,13:34.0,00:01.9,Negative,,,,"""You literally can't survive."""
18.Blue.86,13:34.2,13:37.2,00:03.0,,,,Air Map,"""And you need the map to know the direction."""
18.Orange.85,13:35.5,13:38.2,00:02.7,,,,Air Map,"""So maybe the map should be after."""
18.Blue.87,13:37.3,13:37.8,00:00.5,,,,,"""Yeah."""
18.Pink.179,13:38.3,13:40.8,00:02.5,,Proposal,,Air Map,"""So, the map should be nine."""
18.Orange.86,13:43.1,13:45.1,00:02.1,,,,,"""Could you go in order again?"""
18.Orange.87,13:45.1,13:46.2,00:01.1,,,,,"""I want to check."""
18.Pink.180,13:45.9,13:49.0,00:03.1,,,,Shirt/Pants,"""So, one is the extra shirt and pants for each survivor."""
18.Pink.181,13:49.0,13:51.2,00:02.1,Positive,,,,"""So that's good, we all agree on that."""
18.Pink.182,13:51.3,13:53.6,00:02.3,,,,Chocolate Bar,"""Two is the family sized chocolate bar."""
18.Pink.183,13:54.1,13:55.3,00:01.2,,,,Chocolate Bar,"""Should we keep that?"""
18.Pink.184,13:55.7,13:58.7,00:03.0,,,,Chocolate Bar,"""I know I don't think -- I think we should switch that one out."""
18.Blue.88,13:56.4,13:57.3,00:00.9,,,,,"""I don't know."""
18.Blue.89,13:58.7,14:01.7,00:03.1,,,,"Air Map, Chocolate Bar, Compass","""I think the map and the compass would are probably more important."""
18.Pink.185,14:01.1,14:01.8,00:00.7,,,,,"""Yeah."""
18.Pink.186,14:02.0,14:06.0,00:04.0,,,,,"""So should we do two as the?"""
18.Orange.88,14:07.9,14:10.7,00:02.8,,,,Ski Poles,"""Ski poles are way more important now, I guess."""
18.Blue.90,14:12.7,14:15.1,00:02.4,,,,,"""Cause you can actually put them in the snow now."""
18.Pink.187,14:14.4,14:15.2,00:00.8,,,,,"""Yeah."""
18.Pink.188,14:16.0,14:19.0,00:03.0,,Proposal,,Ski Poles,"""So should we put the ski poles as two or no?"""
18.Blue.91,14:19.0,14:19.9,00:00.9,,Agreement,,,"""Yeah, do two."""
18.Orange.89,14:19.9,14:20.5,00:00.6,,Agreement,,,"""Yeah, same."""
18.Pink.189,14:23.2,14:23.8,00:00.6,,,,,"""Uh."""
18.Pink.190,14:26.0,14:26.5,00:00.5,,,,,"""Two."""
18.Pink.191,14:26.5,14:29.9,00:03.4,,,,Knife,"""And then for three, we have the knife."""
18.Pink.192,14:29.9,14:30.7,00:00.8,,,,Knife,"""Should we keep that?"""
18.Blue.92,14:30.8,14:31.3,00:00.5,,,,,"""Yes."""
18.Pink.193,14:31.4,14:34.3,00:02.9,,,,Rope,"""And then four, thirty feet of rope."""
18.Blue.93,14:35.4,14:36.4,00:01.0,Positive,,,,"""Sure $."""
18.Pink.194,14:36.4,14:37.8,00:01.4,Positive,,,,"""$"""
18.Pink.195,14:38.5,14:40.7,00:02.2,,,,Flashlight,"""Five, the flashlight with batteries."""
18.Pink.196,14:41.3,14:44.5,00:03.2,,,,Pistol,"""And then six is the loaded pistol."""
18.Blue.94,14:42.8,14:43.5,00:00.7,,,,,"""Yeah."""
18.Orange.90,14:44.2,14:44.9,00:00.6,,,,,"""Definitely."""
18.Pink.197,14:45.2,14:47.3,00:02.1,,,,,"""And then we don't have a seven now."""
18.Pink.198,14:47.6,14:49.8,00:02.2,,Proposal,,Compass,"""So should we make the compass seven?"""
18.Blue.95,14:49.5,14:49.9,00:00.5,,Agreement,,,"""Yes."""
18.Pink.199,14:50.0,14:50.4,00:00.4,,,,,"""Okay."""
18.Blue.96,14:50.6,14:53.6,00:03.0,,Proposal,,Air Map,"""And then, uh, air map eight."""
18.Orange.91,14:51.7,14:53.0,00:01.3,,Agreement,,Air Map,"""Air map eight."""
18.Pink.200,14:52.3,14:53.3,00:01.0,,,,,"""Eight, we have."""
18.Pink.201,14:53.8,14:56.9,00:03.1,,Confirmation,,Air Map,"""Air map, eight."""
18.Pink.202,14:58.7,15:01.8,00:03.2,,Proposal,,Newspaper,"""And then nine, should be newspaper then?"""
18.Pink.203,15:03.9,15:05.0,00:01.2,,,,,"""And then [unclear]."""
18.Pink.204,15:05.0,15:07.7,00:02.7,Negative,,,Steel Wool,"""Oh shoot, the ball of steel wool is nine."""
18.Pink.205,15:07.9,15:08.8,00:00.9,,,,,"""Put it as."""
18.Orange.92,15:09.7,15:11.4,00:01.7,,,,Steel Wool,"""That one's probably not as important."""
18.Blue.97,15:10.0,15:12.5,00:02.5,,Proposal,,Steel Wool,"""Th -- do like thirteen or something."""
18.Pink.206,15:12.1,15:12.8,00:00.8,,Confirmation,,,"""Thirteen."""
18.Blue.98,15:12.6,15:13.1,00:00.5,,,,,"""Yeah."""
18.Pink.207,15:15.2,15:16.6,00:01.5,,,,,"""Oh and so."""
