Participant,Start,End,Duration,Sentiment,Decision ,Sentence
23.Blue.138,09:22.9,09:23.8,00:00.9,,,"""Yeah, exactly."""
23.Orange.180,09:22.9,09:23.5,00:00.6,,,"""Yeah."""
23.Orange.181,09:23.7,09:26.2,00:02.5,Positive,,"""Um, booze is great because it will keep you warm and everything."""
23.Blue.139,09:25.4,09:27.2,00:01.8,Positive,,"""That's true $."""
23.Orange.182,09:26.8,09:29.0,00:02.2,Positive,,"""But, um, chocolate's --"""
23.Blue.140,09:28.0,09:31.4,00:03.4,Positive,,"""[unclear] $"""
23.Orange.183,09:29.0,09:30.8,00:01.8,Positive,,"""$ yeah."""
23.Orange.184,09:30.8,09:33.5,00:02.7,Positive,,"""But a family-sized chocolate bar is good."""
23.Blue.141,09:33.4,09:34.2,00:00.8,,,"""Yeah."""
23.Orange.185,09:33.5,09:39.2,00:05.7,,,"""But I think a can of shortening that's that will, you know, fatten us up."""
23.Blue.142,09:35.2,09:35.9,00:00.7,,,"""Shortening."""
23.Blue.143,09:39.1,09:39.7,00:00.5,,,"""Yeah."""
23.Orange.186,09:39.3,09:43.9,00:04.7,,,"""And, uh, I'm thinking calories and just the fat would be good."""
23.Blue.144,09:43.1,09:43.8,00:00.7,,,"""Yep."""
23.Orange.187,09:44.2,09:45.6,00:01.4,,,"""What are your thoughts on that?"""
23.Blue.145,09:45.7,09:47.8,00:02.1,,Proposal,"""Um, I put the ball of steel wool."""
23.Orange.188,09:48.0,09:49.6,00:01.6,,,"""Oh okay."""
23.Blue.146,09:48.7,09:52.5,00:03.8,,,"""Because I was thinking it like cuts stuff."""
23.Blue.147,09:52.5,09:54.6,00:02.1,,,"""Maybe not like super like important stuff."""
23.Blue.148,09:54.6,09:57.6,00:03.0,Negative,,"""But like I know at work when I use it I like cut through my fingers."""
23.Blue.149,09:57.6,10:02.0,00:04.5,Negative,,"""Like I went to like pull it apart and it like was like a wire basically, it just like sliced through."""
23.Orange.189,10:00.6,10:01.6,00:01.0,,,"""Oh okay."""
23.Blue.150,10:02.0,10:06.6,00:04.6,,,"""Um, so I think that that might be -- and since it's metal too, it might be good to start fires."""
23.Orange.190,10:03.8,10:04.5,00:00.8,,,"""More important?"""
23.Orange.191,10:06.7,10:08.1,00:01.4,Positive,Agreement,"""Cool, let's do that then."""
23.Blue.151,10:07.5,10:08.6,00:01.1,,,"""[unclear] heated up."""
23.Orange.192,10:08.5,10:09.8,00:01.3,,Confirmation,"""Yep, so eleven."""
23.Blue.152,10:09.6,10:10.2,00:00.5,,,"""Mhm."""
23.Orange.193,10:10.0,10:10.7,00:00.6,,,"""Kay."""
23.Orange.194,10:10.8,10:11.5,00:00.8,,,"""Twelve?"""
23.Orange.195,10:11.7,10:12.8,00:01.1,,,"""What do you think?"""
23.Orange.196,10:13.0,10:18.8,00:05.7,,,"""We got the cigarette lighter with no fluid, two ski polls, family-sized chocolate bar, can of shortening."""
23.Blue.153,10:14.7,10:15.4,00:00.6,,,"""Mhm."""
23.Blue.154,10:21.8,10:23.2,00:01.4,Positive,Proposal,"""I like your point about the shortening."""
23.Orange.197,10:23.2,10:24.2,00:01.0,,Agreement,"""Yeah?"""
23.Blue.155,10:23.6,10:24.6,00:01.0,,,"""That makes sense."""
23.Orange.198,10:24.4,10:26.7,00:02.3,,Confirmation,"""Yeah, okay, so twelve."""
23.Blue.156,10:26.9,10:27.5,00:00.6,,,"""Mhm."""
23.Orange.199,10:26.9,10:29.8,00:02.9,,,"""Yeah, okay, now we are on to thirteen."""
23.Orange.200,10:29.8,10:32.5,00:02.8,,Proposal,"""Should we move to the chocolate bar?"""
23.Orange.201,10:32.5,10:34.1,00:01.5,,,"""What are your thoughts on that?"""
23.Blue.157,10:36.0,10:43.1,00:07.1,,,"""Yeah, cause like the ski polls make sense in the fact that if we're hella tired, we're not going to be able to like hold ourselves."""
23.Orange.202,10:43.1,10:44.7,00:01.6,,,"""Up, yeah."""
23.Blue.158,10:43.1,10:44.7,00:01.6,,,"""You know, yeah."""
23.Blue.159,10:44.7,10:48.1,00:03.4,,,"""And especially if there's any snow or any of us are injured at all."""
23.Orange.203,10:48.1,10:48.9,00:00.8,,,"""Okay."""
23.Blue.160,10:48.9,10:53.8,00:04.9,,Agreement,"""But, at-at the same time, a family-sized chocolate bar would keep us going."""
23.Orange.204,10:52.9,10:53.8,00:00.8,Positive,,"""Alive."""
23.Blue.161,10:53.8,10:55.4,00:01.5,Positive,,"""Yeah, exactly $, like it would."""
23.Orange.205,10:54.3,10:55.1,00:00.8,,,"""Yes."""
23.Orange.206,10:55.6,11:04.6,00:09.0,,,"""Um, I'm more, well, I'm all about fitness level, so I know I'm pretty fit, so I could handle it."""
23.Blue.162,11:01.1,11:02.0,00:00.9,,,"""Really?"""
23.Blue.163,11:04.5,11:04.9,00:00.4,,,"""Yeah."""
23.Orange.207,11:04.6,11:07.7,00:03.1,,Proposal,"""But, I'm more leaning towards the chocolate bar."""
23.Blue.164,11:06.8,11:07.7,00:00.9,,Agreement,"""Yeah."""
23.Blue.165,11:07.7,11:08.6,00:00.9,,Agreement,"""That makes sense."""
23.Orange.208,11:07.9,11:09.3,00:01.4,,,"""What are your thoughts?"""
23.Blue.166,11:09.3,11:10.5,00:01.3,,Agreement,"""No, I think that makes sense."""
23.Orange.209,11:10.5,11:11.7,00:01.2,,Confirmation,"""Yeah, okay, thirteen."""
23.Blue.167,11:10.7,11:11.5,00:00.8,,Agreement,"""Yeah."""
23.Orange.210,11:11.7,11:13.0,00:01.3,,,"""How about -- okay fourteen."""
23.Orange.211,11:13.0,11:14.3,00:01.3,,,"""What do you think next?"""
23.Blue.168,11:15.6,11:17.7,00:02.1,,,"""We got the cigarette lighter and the ski polls?"""
23.Orange.212,11:17.5,11:18.6,00:01.0,,,"""Yes."""
23.Blue.169,11:19.1,11:22.2,00:03.1,,,"""What do you think the-the cigarette lighter would be useful for with no fluid?"""
23.Orange.213,11:23.1,11:23.7,00:00.6,,,"""I don't know."""
23.Orange.214,11:23.7,11:25.6,00:01.8,,,"""That's why I'm like, what's the point?"""
23.Blue.170,11:24.3,11:25.2,00:00.9,,,"""I know."""
23.Orange.215,11:25.6,11:27.4,00:01.8,,,"""A cigarette lighter with no fluid."""
23.Orange.216,11:28.1,11:32.1,00:04.0,,,"""How... how would -- how are gonna get that to like light?"""
23.Blue.171,11:30.5,11:36.8,00:06.3,,,"""The only thing is like maybe we could like take it apart and then like use the metal in it and the --"""
23.Blue.172,11:37.8,11:39.7,00:01.9,,,"""I don't know how cigarette lighters work though."""
23.Orange.217,11:39.7,11:41.2,00:01.5,,,"""I don't smoke."""
23.Blue.173,11:40.8,11:41.8,00:01.0,,,"""Yeah, me neither $."""
23.Orange.218,11:41.5,11:43.0,00:01.5,,,"""Yeah."""
23.Blue.174,11:41.8,11:46.6,00:04.9,Positive,,"""So I don't know $, I've never like taken one apart to see what it what it does or like."""
23.Orange.219,11:45.5,11:46.1,00:00.7,,,"""Does."""
23.Blue.175,11:46.6,11:52.1,00:05.5,,,"""Maybe if there's a little piece of flint in it, you know, where you can like run the knife against it and will spark."""
23.Orange.220,11:46.9,11:47.8,00:00.9,,,"""Um."""
23.Orange.221,11:52.2,11:52.9,00:00.7,,,"""Okay."""
23.Blue.176,11:52.3,11:56.0,00:03.6,,,"""But I don't think it's like that."""
23.Orange.222,11:55.5,11:57.5,00:02.0,,,"""Because I'm not knowledged on it."""
23.Blue.177,11:56.9,11:57.8,00:00.9,,,"""Yeah."""
23.Orange.223,11:57.5,11:59.1,00:01.7,,,"""I don't know."""
23.Blue.178,11:59.0,11:59.8,00:00.8,,,"""Yeah."""
23.Orange.224,11:59.5,12:02.8,00:03.3,,Proposal,"""I would move towards the ski polls because I wanna be moving as much as possible."""
23.Blue.179,12:01.1,12:01.6,00:00.6,,Agreement,"""Same."""
23.Blue.180,12:02.8,12:04.8,00:02.1,,Agreement,"""Same yeah I would do that."""
23.Blue.181,12:04.9,12:07.1,00:02.2,,,"""Because I don't know about the cigarette lighter $."""
23.Orange.225,12:06.6,12:09.3,00:02.7,,Confirmation,"""Yeah, uh, okay, so that would be fourteen."""
23.Blue.182,12:07.1,12:08.6,00:01.5,,,"""It's as easy as that."""
23.Blue.183,12:09.1,12:09.6,00:00.6,,,"""Mhm."""
23.Orange.226,12:09.3,12:12.5,00:03.3,,Agreement,"""And then the fifteen the -- okay."""
23.Blue.184,12:11.0,12:12.2,00:01.2,,Proposal,"""The cigarette lighter."""
23.Orange.227,12:12.7,12:15.3,00:02.6,,Agreement,"""Alright, cause I wanna be moving as much as possible."""
23.Blue.185,12:12.9,12:13.5,00:00.7,,,"""Yeah."""
23.Blue.186,12:15.1,12:16.9,00:01.8,,,"""I wanna get out of there."""
23.Orange.228,12:15.3,12:19.6,00:04.2,,,"""Because if it's, yeah, minus twenty-five during the day, so you can move."""
23.Blue.187,12:17.0,12:17.4,00:00.5,,,"""Yeah."""
23.Blue.188,12:18.5,12:19.0,00:00.5,,,"""Yeah."""
23.Blue.189,12:19.8,12:22.7,00:02.9,,,"""We only have to eighty miles, which is a lot, but it's --"""
23.Orange.229,12:23.0,12:23.8,00:00.8,,,"""It's doable."""
23.Blue.190,12:23.8,12:24.5,00:00.8,,,"""Exactly."""
23.Orange.230,12:24.7,12:27.1,00:02.4,Positive,,"""Especially with that chocolate, booze, and shortening."""
23.Blue.191,12:26.9,12:29.3,00:02.4,Positive,,"""Yeah, exactly $."""
23.Orange.231,12:28.1,12:29.8,00:01.7,,,"""Yeah, okay, you think we're done?"""
23.Blue.192,12:29.8,12:30.8,00:01.0,,,"""Yeah, I think that makes sense."""
23.Orange.232,12:30.8,12:32.0,00:01.2,Positive,,"""Okay, cool."""
23.Blue.193,12:31.2,12:32.0,00:00.7,,,"""Yeah."""
