Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
28.Pink.48,08:44.4,08:50.0,00:05.6,,,Private,"Shortening, Whiskey","""Uh, my seven was the can of shortening and the eight was the quart of eighty-five proof whiskey."""
28.Blue.126,08:50.6,08:55.2,00:04.6,,,Private,"Cigarette Lighter, Steel Wool","""Um, my seven was a cigarette lighter without the fluid and eight was ball of steel wool."""
28.Orange.120,08:55.7,09:01.2,00:05.5,,,Private,"Flashlight, Ski Poles","""For me I had, uh, seven was flashlight and batteries and eight was two ski poles."""
28.Blue.127,09:01.6,09:05.4,00:03.8,,Proposal,,Flashlight,"""Oh, yeah, I definitely think the flashlight should go in the seven and eight."""
28.Orange.121,09:05.4,09:06.1,00:00.6,,Agreement,,,"""Yeah."""
28.Blue.128,09:06.4,09:07.4,00:01.1,,,,,"""And then."""
28.Pink.49,09:06.6,09:07.6,00:01.0,,Agreement,,,"""Is -- yeah."""
28.Blue.129,09:07.6,09:10.1,00:02.5,,Proposal,,Shortening,"""We could yeah include the can of shortening cause like --"""
28.Blue.130,09:10.1,09:13.3,00:03.2,,,,Shortening,"""Like I feel like as gross as it is, you could eat it."""
28.Orange.122,09:12.1,09:13.0,00:00.9,,Agreement,,,"""Probably."""
28.Pink.50,09:13.3,09:14.2,00:00.8,,Agreement,,,"""Yeah."""
28.Orange.123,09:13.7,09:18.6,00:04.8,Positive,,,Shortening,"""I'm sure, yeah it sounds like it's probably good-ish."""
28.Blue.131,09:14.8,09:16.4,00:01.6,,Proposal,,,"""So like seven."""
28.Blue.132,09:17.2,09:18.3,00:01.1,Negative,,,Shortening,"""It's disgusting."""
28.Orange.124,09:18.7,09:20.3,00:01.6,,,,Shortening,"""It'd keep you alive."""
28.Pink.51,09:19.4,09:21.3,00:01.9,Positive,,,Shortening,"""It'd be $."""
28.Blue.133,09:19.4,09:20.5,00:01.1,Positive,,,,"""$"""
28.Blue.134,09:20.5,09:21.8,00:01.3,Positive,,,Shortening,"""It's good for [unclear]."""
28.Pink.52,09:21.3,09:21.9,00:00.7,,,,,"""%"""
28.Blue.135,09:21.8,09:25.2,00:03.4,,Proposal,,"Flashlight, Shortening","""So, eight can be can of shortening and then seven can be flashlight?"""
28.Pink.53,09:25.2,09:25.8,00:00.6,,Agreement,,,"""Yeah."""
28.Orange.125,09:25.6,09:26.2,00:00.7,,Agreement,,,"""Yeah."""
28.Blue.136,09:25.7,09:26.3,00:00.6,,,,,"""Okay."""
28.Blue.137,09:27.8,09:29.4,00:01.6,,,,,"""And then my nine and ten."""
28.Blue.138,09:29.4,09:31.2,00:01.8,,,Private,Newspaper,"""Nine was the newspaper."""
28.Blue.139,09:31.2,09:33.2,00:02.0,,,,Newspaper,"""Uh, I guess that's out of the question now."""
28.Orange.126,09:33.3,09:34.1,00:00.8,,,,,"""Mhm."""
28.Orange.127,09:34.4,09:35.8,00:01.4,,,,Compress Kit,"""Do we have compress kit?"""
28.Blue.140,09:34.5,09:35.7,00:01.3,,,,,"""And then ten --"""
28.Blue.141,09:36.2,09:36.9,00:00.7,,,,,"""No."""
28.Pink.54,09:36.3,09:37.7,00:01.4,,,,Compress Kit,"""We haven't done that one yet."""
28.Blue.142,09:37.4,09:40.3,00:02.9,,,Private,Whiskey,"""And then ten for me was the whiskey."""
28.Orange.128,09:37.4,09:38.4,00:01.0,,,,,"""No."""
28.Pink.55,09:41.6,09:48.7,00:07.0,,,,"Air Map, Shirt/Pants","""Uh, my ten -- my nine was the extra shirt and pants and then ten was the sectional air map made of plastic."""
28.Pink.56,09:49.7,09:50.6,00:00.9,,,,,"""%"""
28.Blue.143,09:50.2,09:52.7,00:02.6,,,,,"""Okay, uh, let's just see what we have."""
28.Blue.144,09:52.9,09:59.3,00:06.3,,,,"Compress, Knife, Rope","""So we have compass, knife, rope, whoops, and then --"""
28.Orange.129,09:58.2,09:59.3,00:01.0,Negative,,,,"""Yeah, you messed up."""
28.Blue.145,09:59.3,10:00.2,00:00.9,Negative,,,,"""Shut up. """
28.Blue.146,10:00.3,10:02.6,00:02.3,,,,,"""Okay, um."""
28.Blue.147,10:02.6,10:03.5,00:00.9,,,,,"""So --"""
28.Orange.130,10:02.8,10:08.0,00:05.2,,,Private,"Compress Kit, Pistol","""Mine was compress kit was nine and loaded pistol was ten."""
28.Blue.148,10:07.9,10:09.1,00:01.3,,,,,"""I think for all of us --"""
28.Blue.149,10:09.1,10:11.8,00:02.7,,,Private,Compress Kit,"""Your number one was the compress kit, right?"""
28.Pink.57,10:12.1,10:17.0,00:04.9,,,Private,UNK/NA,"""Uh, like number one was the like --"""
28.Blue.150,10:14.5,10:15.2,00:00.7,,,Private,Compress Kit,"""Yeah."""
28.Blue.151,10:16.0,10:19.1,00:03.1,,,,Compress Kit,"""Like w-what number did you label the compress kit as?"""
28.Pink.58,10:19.4,10:20.0,00:00.6,,,Private,Compress Kit,"""Five."""
28.Blue.152,10:19.8,10:21.1,00:01.3,,,Private,Compress Kit,"""Okay, so for me, it was six."""
28.Blue.153,10:21.1,10:22.0,00:01.0,,,,,"""And for you it was?"""
28.Orange.131,10:22.3,10:23.0,00:00.7,,,Private,Compress Kit,"""Nine."""
28.Blue.154,10:23.0,10:26.3,00:03.4,,,,Compress Kit,"""Okay, so I think it's like decently in like in the middle s-things."""
28.Orange.132,10:23.6,10:25.3,00:01.7,,,,Compress Kit,"""But I'm okay with putting that down."""
28.Pink.59,10:25.1,10:25.8,00:00.7,,,,,"""Yeah."""
28.Blue.155,10:26.3,10:28.2,00:01.9,,Proposal,,Compress Kit,"""So maybe we can put it as like nine?"""
28.Blue.156,10:28.6,10:33.0,00:04.4,,,Private,Compress Kit,"""Cause it-I think it was like high for you, s-high for me, it was nine for you."""
28.Pink.60,10:30.9,10:31.5,00:00.6,,Agreement,,,"""Yeah."""
28.Orange.133,10:31.0,10:31.5,00:00.5,,Agreement,,,"""Mhm."""
28.Orange.134,10:32.5,10:33.2,00:00.7,,Confirmation,,,"""Nine."""
28.Blue.157,10:33.0,10:34.8,00:01.8,,,,Compress Kit,"""So, that could work out."""
28.Orange.135,10:35.4,10:36.8,00:01.4,,Agreement,,,"""Yeah, and I-I agree."""
28.Orange.136,10:36.8,10:42.0,00:05.2,,,Private,Air Map,"""You had, we kind of skipped it, I had six as my sectional air map made of plastic."""
28.Blue.158,10:42.5,10:43.3,00:00.8,,,,,"""Okay."""
28.Pink.61,10:43.0,10:43.9,00:00.9,,,,,"""%"""
28.Orange.137,10:43.0,10:45.2,00:02.1,,Proposal,,Air Map,"""So I feel like that we could definitely go next."""
28.Blue.159,10:43.7,10:45.3,00:01.5,,Agreement,,Air Map,"""We can do that ten."""
28.Orange.138,10:45.4,10:45.9,00:00.5,,,,,"""Yeah."""
28.Blue.160,10:45.6,10:46.2,00:00.7,,,,,"""Okay."""
28.Blue.161,10:46.7,10:52.2,00:05.5,,,Private,Pistol,"""And then my eleven was the gun."""
28.Orange.139,10:48.8,10:49.7,00:00.9,Positive,,,,"""That's good."""
28.Blue.162,10:53.0,10:57.3,00:04.2,,,,Pistol,"""Cause I feel like, yeah, it's pretty much only good for like shooting food."""
28.Orange.140,10:55.3,10:55.8,00:00.5,,,,,"""Yeah."""
28.Pink.62,10:57.3,10:59.5,00:02.2,,,Private,Pistol,"""Yeah, I put my gun at six."""
28.Blue.163,10:57.9,10:58.8,00:00.9,,,,,"""Sorta thing."""
28.Orange.141,10:59.1,10:59.8,00:00.6,,,,,"""Forty-five."""
28.Orange.142,11:00.1,11:02.8,00:02.7,,,,Pistol,"""It's a pistol too so it's close range."""
28.Blue.164,11:02.8,11:03.4,00:00.6,,,,,"""Yeah."""
28.Blue.165,11:05.0,11:08.5,00:03.5,,Proposal,,PIstol,"""Um $ do you want to put that as eleven?"""
28.Pink.63,11:05.1,11:06.7,00:01.6,Positive,,,,"""$"""
28.Pink.64,11:07.9,11:08.9,00:01.0,,,,,"""%"""
28.Orange.143,11:09.0,11:14.2,00:05.2,,Agreement,,"Pistol, Ski Poles, Whiskey","""Uh, yeah, I'd definitely put that over like whiskey and two ski poles."""
28.Blue.166,11:11.5,11:12.1,00:00.6,,,,,"""Yeah."""
28.Blue.167,11:14.3,11:14.8,00:00.5,,,,,"""Kay."""
28.Blue.168,11:14.8,11:16.7,00:01.9,,Confirmation,,,"""Is that okay, eleven, yeah?"""
28.Pink.65,11:15.7,11:17.0,00:01.2,,Agreement,,,"""Yeah."""
28.Blue.169,11:16.8,11:19.7,00:03.0,,,,,"""Okay so then my twelve."""
28.Blue.170,11:19.9,11:21.3,00:01.4,,,,,"""Okay [unclear]."""
28.Orange.144,11:20.3,11:25.1,00:04.8,,,,,"""Kay, maybe just not go by what like we have but what we have left."""
28.Blue.171,11:23.2,11:28.0,00:04.8,,,,"Cigarette Lighter, Ski Poles, Steel Wool, Whiskey","""Okay, so we have the cigarette lighter, two ski poles, whiskey, and ball of wool."""
28.Orange.145,11:28.5,11:30.6,00:02.1,,Proposal,,Steel Wool,"""So, I feel like steel wool should be next."""
28.Pink.66,11:30.6,11:31.2,00:00.7,,Agreement,,,"""Mhm."""
28.Blue.172,11:30.9,11:31.7,00:00.8,,Agreement,,,"""Yeah."""
28.Blue.173,11:32.1,11:32.8,00:00.6,,,,,"""Yeah?"""
28.Orange.146,11:32.8,11:33.5,00:00.8,,,,,"""Yeah."""
28.Blue.174,11:32.8,11:34.1,00:01.3,,Agreement,,,"""Yeah, okay."""
28.Blue.175,11:34.4,11:38.2,00:03.9,,Proposal,,Cigarette Lighter,"""I feel like after that, then the cigarette lighter should be next."""
28.Orange.147,11:39.1,11:40.5,00:01.3,,Agreement,,,"""Yeah, yeah."""
28.Pink.67,11:41.1,11:41.6,00:00.5,,,,,"""We --"""
28.Orange.148,11:41.9,11:44.0,00:02.2,,Proposal,,"Ski Poles, Whiskey","""Two ski poles and then whiskey."""
28.Blue.176,11:44.0,11:46.9,00:02.9,,Disagreement,,Whiskey,"""But I feel like whiskey [unclear]."""
28.Pink.68,11:44.1,11:48.0,00:03.9,,"Proposal, Disagreement",,"Ski Poles, Whiskey","""I think I think the whiskey should go above the ski poles."""
28.Orange.149,11:44.2,11:46.2,00:02.0,,,,Whiskey,"""Oh, actually no, the whiskey."""
28.Blue.177,11:47.1,11:48.0,00:00.9,,Agreement,,,"""Yeah."""
28.Orange.150,11:47.9,11:49.8,00:01.9,,Agreement,,,"""Yeah okay okay."""
28.Blue.178,11:48.1,11:52.3,00:04.2,,Confirmation,,"Ski Poles, Whiskey","""So, the ski poles are fifteen and whiskey is fourteen."""
28.Blue.179,11:52.5,11:53.3,00:00.7,,,,,"""Done."""
28.Orange.151,11:53.8,11:55.0,00:01.2,,,,,"""Do we agree?"""
28.Orange.152,11:55.2,11:57.5,00:02.2,,,,"Ski Poles, Whiskey","""Why you want whiskey above ski poles?"""
28.Blue.180,11:57.6,11:58.3,00:00.8,,,,,"""I don't know."""
28.Pink.69,11:58.3,12:01.7,00:03.4,,,,Whiskey,"""Well cause you can use it as like, uh, flammable."""
28.Pink.70,12:01.9,12:03.8,00:01.9,,,,,"""You can --"""
28.Blue.181,12:02.3,12:05.8,00:03.6,,,,,"""Yeah, if like if you're having trouble starting a fire."""
28.Orange.153,12:03.6,12:04.4,00:00.8,,,,,"""Burning stuff."""
28.Orange.154,12:05.0,12:05.9,00:00.9,,,,,"""Signal fire."""
28.Pink.71,12:05.9,12:06.7,00:00.8,,,,,"""%"""
28.Orange.155,12:06.2,12:12.2,00:06.0,,,,Shirt/Pants,"""Load load the extra shirt and pants and light it on fire to get some good smoke."""
28.Blue.182,12:08.3,12:09.1,00:00.8,,,,,"""Makes --"""
28.Blue.183,12:10.4,12:12.7,00:02.3,,,,Newspaper,"""Then toss in the newspaper."""
28.Blue.184,12:12.8,12:43.1,00:30.3,,,,"Air Map, Cigarette Lighter, Chocolate Bar, Compass, Compress Kit, Flashlight, Newspaper, Knife, Pistol, Rope, Shortening, Shirt/Pants, Ski Poles, Steel Wool, Whiskey","""Okay, so this is what we have fifteen to one: so we have two ski poles, quart of whiskey, um, cigarette lighter without fluid, where's twelve, oh ball of steel wool, loaded pistol, sectional air map, compress kit, can of shortening, flashlight with batteries, family-sized chocolate bar, extra shirt and pants, um, four is newspaper, three is knife, two is thirty feet of rope, one is compass."""
28.Orange.156,12:13.3,12:13.9,00:00.6,Positive,,,,"""Cool."""
28.Orange.157,12:17.3,12:17.9,00:00.6,,,,,"""Yeah."""
28.Blue.185,12:44.6,12:45.6,00:01.0,Positive,,,,"""I think that's pretty good."""
28.Orange.158,12:47.1,12:48.4,00:01.3,,,,Air Map,"""Kay, the map."""
28.Blue.186,12:48.5,12:49.3,00:00.8,,,,,"""Mhm."""
28.Orange.159,12:50.0,12:51.7,00:01.7,,Disagreement,,Air Map,"""Could we put that one higher up?"""
28.Orange.160,12:52.1,12:53.3,00:01.2,,Proposal,,,"""Close to one."""
28.Orange.161,12:54.4,12:58.4,00:04.0,,,,Air Map,"""Cause I'm just thinking if they ever go off."""
28.Blue.187,13:02.3,13:03.1,00:00.8,,,,,"""Um."""
28.Blue.188,13:03.1,13:04.0,00:00.9,,,,,"""I don't know."""
28.Blue.189,13:04.1,13:04.7,00:00.7,,,,,"""I'm --"""
28.Orange.162,13:04.8,13:06.1,00:01.3,,,,,"""Cause what's it at right now?"""
28.Blue.190,13:05.9,13:06.7,00:00.8,,,,Air Map,"""It's at ten."""
28.Pink.72,13:07.1,13:10.7,00:03.6,,,,Air Map,"""Cause it says it's an air map, right?"""
28.Orange.163,13:12.2,13:13.5,00:01.3,,,,Air Map,"""Yeah, I don't even know what that is."""
28.Blue.191,13:13.5,13:14.2,00:00.7,,,,,"""Yeah."""
28.Pink.73,13:13.5,13:14.0,00:00.4,Positive,,,,"""$"""
28.Pink.74,13:14.0,13:17.0,00:03.0,Positive,,,Air Map,"""What-would that be any different than a regular ground map?"""
28.Blue.192,13:16.3,13:19.4,00:03.2,Positive,,,,"""$"""
28.Orange.164,13:16.4,13:22.9,00:06.5,Positive,,,Air Map,"""When I first read it, I thought $, when I first saw it, I thought it was like an air mattress made of plastic."""
28.Pink.75,13:17.0,13:18.2,00:01.2,Positive,,,,"""$"""
28.Pink.76,13:20.4,13:21.0,00:00.5,,,,,"""%"""
28.Blue.193,13:22.9,13:24.8,00:01.9,Positive,,,,"""$"""
28.Orange.165,13:23.0,13:28.0,00:05.0,Positive,,,Air Map,"""$ I was just picturing like a camping kind of air mattress that you blow up."""
28.Pink.77,13:23.0,13:24.8,00:01.8,Positive,,,,"""$"""
28.Pink.78,13:27.3,13:28.0,00:00.7,,,,,"""Hm."""
28.Blue.194,13:28.0,13:34.1,00:06.1,,Disagreement,,Air Map,"""Okay, so seeing as how like none of us like know really what it is, I feel like ten is like a safe spot for it to be at."""
28.Blue.195,13:34.1,13:37.7,00:03.6,,Disagreement,,Air Map,"""Cause what if what if it's like completely useless and we have it as like number six?"""
28.Orange.166,13:34.6,13:35.4,00:00.8,,,,,"""Would that --"""
28.Orange.167,13:36.2,13:37.0,00:00.8,,,,,"""I feel like --"""
28.Orange.168,13:37.7,13:41.7,00:04.0,,,,Air Map,"""I think it's actually like a map of where the cold pockets are."""
28.Orange.169,13:41.7,13:46.3,00:04.6,,,,Air Map,"""So, like in this ravine, it tells you how cold it is."""
28.Blue.196,13:46.6,13:48.1,00:01.5,Positive,,,,"""$"""
28.Orange.170,13:46.6,13:49.9,00:03.4,,,,Air Map,"""Could be, I don't know, it tells you the hot spots."""
28.Pink.79,13:46.9,13:47.8,00:00.8,Positive,,,,"""$"""
28.Pink.80,13:48.3,13:55.0,00:06.7,,,,Air Map,"""Uh, I think, I think it would, I think it would have more to do with like the-the direction of the wind and yeah."""
28.Orange.171,13:55.3,13:58.6,00:03.3,,,,Air Map,"""Yeah but that would always be changing so if it's made of plastic."""
28.Blue.197,13:57.0,14:00.4,00:03.4,,,,Air Map,"""I was thinking that like a, like a, like a downward look at everything."""
28.Pink.81,13:58.5,13:59.3,00:00.8,,,,,"""Well."""
28.Blue.198,14:00.4,14:01.5,00:01.1,,,,,"""That's where I was going."""
28.Blue.199,14:01.5,14:02.7,00:01.2,,,,,"""But, probably wrong."""
28.Orange.172,14:02.8,14:04.4,00:01.7,,,,,"""Air to earth."""
28.Orange.173,14:04.4,14:05.9,00:01.4,Positive,,,,"""$"""
28.Blue.200,14:05.3,14:07.2,00:01.9,,,,,"""Earth to earth ratio."""
28.Orange.174,14:06.8,14:07.5,00:00.7,,,,,"""Yeah."""
28.Blue.201,14:07.3,14:08.5,00:01.2,,,,,"""Um."""
28.Orange.175,14:08.5,14:10.7,00:02.2,,,,Air Map,"""Okay, no, I feel like where it is is fine."""
28.Blue.202,14:10.7,14:11.4,00:00.7,,,,,"""Fair."""
28.Blue.203,14:11.4,14:12.7,00:01.3,Positive,,,Air Map,"""Are we all happy with it?"""
28.Pink.82,14:12.7,14:13.3,00:00.6,,,,,"""Mhm."""
28.Orange.176,14:13.0,14:13.8,00:00.8,,,,,"""Yep."""
28.Blue.204,14:13.5,14:15.1,00:01.6,Positive,,,,"""Yep, okay sick."""
28.Blue.205,14:15.6,14:17.9,00:02.3,,,,,"""Now we're -- yeah, I guess."""
28.Orange.177,14:15.6,14:16.3,00:00.8,,,,,"""Done?"""
