Participant,Start,End,Duration,Sentiment,Decision,Private,Survival Item,Sentence
24.Blue.131,07:35.4,07:37.2,00:01.8,,,,Newspaper,"""It its fast burning it burns quick"""
24.Orange.102,07:36.0,07:37.1,00:01.1,,,,,"""Yeah"""
24.Orange.103,07:37.1,07:38.0,00:00.9,,,,,"""Yeah"""
24.Blue.132,07:37.2,07:39.0,00:01.8,,,,Newspaper,"""Yeah but to to start a fire"""
24.Blue.133,07:39.2,07:39.6,00:00.4,,,,,"""I dont know"""
24.Blue.134,07:39.6,07:42.1,00:02.5,,,,Newspaper,"""I mean maybe that wouldnt even be that as useful"""
24.Blue.135,07:42.1,07:43.9,00:01.8,,,,,"""Depends on your like survival skills honestly"""
24.Blue.136,07:43.9,07:47.7,00:03.8,,,,Knife,"""Like if you can use a knife to your advantage and like make kindling"""
24.Orange.104,07:44.0,07:44.6,00:00.6,,,,,"""Yeah"""
24.Orange.105,07:46.3,07:46.9,00:00.6,,,,,"""Mhm"""
24.Orange.106,07:47.7,07:48.3,00:00.6,,,,,"""Yeah"""
24.Orange.107,07:48.6,07:53.7,00:05.1,Positive,Proposal,,Pistol,"""Um or theres the loaded $ calibre pistol"""
24.Orange.108,07:53.8,08:00.3,00:06.5,Positive,,,,"""Just in case if youre getting hungry and maybe you have to sacrifice a couple animals or anything"""
24.Blue.137,07:59.3,08:00.6,00:01.3,,,,,"""Yeah yeah"""
24.Orange.109,08:00.6,08:01.9,00:01.3,,,,,"""Um but I dont know"""
24.Orange.110,08:01.9,08:03.3,00:01.4,,,,,"""Thats like I dont know"""
24.Orange.111,08:03.3,08:09.4,00:06.1,Negative,,,Newspaper,"""Its kind of like confusing cause you could use newspaper but then we already have like fire because we have like so much"""
24.Blue.138,08:07.6,08:09.9,00:02.3,,,,,"""Yeah yeah we we might be covered"""
24.Blue.139,08:10.1,08:12.5,00:02.4,,,,,"""Um yeah we could work our way"""
24.Pink.75,08:11.0,08:11.7,00:00.7,,,,,"""Have we"""
24.Pink.76,08:11.9,08:12.6,00:00.7,,,,,"""Im sorry"""
24.Pink.77,08:12.6,08:14.4,00:01.8,,Proposal,,Chocolate Bar,"""Have we used the family sized chocolate bar"""
24.Orange.112,08:14.4,08:16.4,00:01.9,Positive,,,,"""No we havent $"""
24.Blue.140,08:14.8,08:16.3,00:01.5,Positive,,,,"""$"""
24.Pink.78,08:15.3,08:17.3,00:02.0,Positive,,,Chocolate Bar,"""I feel like thats very important $"""
24.Blue.141,08:17.0,08:17.9,00:01.0,,,,,"""[unclear]"""
24.Orange.113,08:17.2,08:19.1,00:02.0,,Proposal,,Chocolate Bar,"""I know should we put that as it"""
24.Pink.79,08:18.3,08:19.3,00:01.0,Positive,,,,"""$"""
24.Orange.114,08:19.1,08:20.2,00:01.1,,,,,"""I dont know"""
24.Blue.142,08:19.4,08:22.9,00:03.5,Positive,Disagreement,,,"""Well in my mind we have already killed multiple rabbits"""
24.Orange.115,08:22.5,08:24.2,00:01.7,Positive,,,,"""$"""
24.Pink.80,08:22.9,08:24.1,00:01.2,Positive,,,,"""$"""
24.Orange.116,08:24.2,08:25.0,00:00.8,,,,,"""Okay"""
24.Pink.81,08:24.5,08:25.4,00:00.9,,,,,"""But what if we didnt"""
24.Blue.143,08:26.5,08:27.2,00:00.7,Negative,,,,"""Then were screwed"""
24.Blue.144,08:27.2,08:28.6,00:01.4,,,,Chocolate Bar,"""So then we eat chocolate"""
24.Pink.82,08:27.2,08:28.3,00:01.1,,,,,"""Theres lakes and rivers"""
24.Pink.83,08:28.3,08:29.3,00:00.9,,,,,"""We can maybe fish"""
24.Pink.84,08:29.3,08:30.1,00:00.9,,,,,"""I dont know"""
24.Blue.145,08:29.9,08:31.5,00:01.6,,,,,"""Yeah theres totally rivers and lakes """
24.Blue.146,08:31.5,08:32.2,00:00.7,,,,,"""We could do fishing"""
24.Blue.147,08:32.2,08:33.1,00:00.9,,,,,"""But how do you fish"""
24.Orange.117,08:33.2,08:34.3,00:01.1,,,,,"""Thats true"""
24.Blue.148,08:34.3,08:35.7,00:01.4,,,,PIstol,"""We could use a gun to fish"""
24.Pink.85,08:35.2,08:36.1,00:00.9,Positive,,,,"""$"""
24.Pink.86,08:36.1,08:39.3,00:03.2,,,,Rope,"""The thirty the thirty foot uh feet of rope"""
24.Orange.118,08:39.0,08:39.9,00:00.9,Positive,,,,"""$"""
24.Pink.87,08:39.3,08:40.3,00:01.0,,,,,"""Make a net"""
24.Blue.149,08:40.1,08:41.5,00:01.4,,,,,"""Yeah yeah"""
24.Orange.119,08:41.0,08:47.2,00:06.2,,,,"Chocolate Bar, Pistol","""Okay um so are we doing the chocolate bar or $ are we doing the pistol"""
24.Blue.150,08:44.8,08:48.8,00:04.0,,Disagreement,,Chocolate Bar,"""Okay but before before the chocolate bar I think what is more important is shelter"""
24.Blue.151,08:48.8,08:53.2,00:04.4,,,,"Knife, Rope","""So I I put down like the knife because I I could use the knife to cut the rope"""
24.Orange.120,08:49.2,08:50.4,00:01.2,,,,,"""Oh true"""
24.Blue.152,08:53.2,08:56.3,00:03.2,,,,Rope,"""You can use the rope to kind of create a structure of some sort"""
24.Blue.153,08:56.4,09:01.0,00:04.5,,,,Shirt/Pants,"""And then like maybe drape extra shirts and pants whatever you can over top of it"""
24.Orange.121,08:56.8,08:57.4,00:00.6,,,,,"""Yeah"""
24.Orange.122,09:01.2,09:02.0,00:00.8,,,,,"""Yeah"""
24.Blue.154,09:01.4,09:02.9,00:01.5,,,,,"""To kind of make a bit of a shelter"""
24.Orange.123,09:02.9,09:03.6,00:00.7,,,,,"""Okay"""
24.Blue.155,09:03.7,09:05.7,00:02.0,,Proposal,,Rope,"""So I think the the rope is important"""
24.Orange.124,09:05.6,09:06.7,00:01.1,,,,,"""Is your phone going off"""
24.Pink.88,09:06.2,09:09.1,00:02.9,,,,,"""It is I was trying to like quiet it"""
24.Orange.125,09:06.7,09:07.6,00:00.8,,,,,"""Okay $"""
24.Blue.156,09:07.5,09:08.1,00:00.6,,,,,"""$"""
24.Orange.126,09:08.1,09:10.6,00:02.6,Positive,Agreement,,,"""Okay thats also a really good idea"""
24.Orange.127,09:10.6,09:14.9,00:04.3,,Disagreement,,Shirt/Pants,"""So um but didnt we use the extra shirt and pants for five"""
24.Blue.157,09:14.6,09:23.4,00:08.8,,,,"Rope, Shirt/Pants","""Yeah but like what Im already saying is because we already like have the extra shirts and pants like with the rope that we get we could then use those two things together tie them together"""
24.Orange.128,09:22.8,09:24.8,00:02.0,,,,,"""To make the shelter"""
24.Blue.158,09:24.2,09:25.4,00:01.2,,,,,"""To make a shelter"""
24.Orange.129,09:25.5,09:27.5,00:02.0,,Agreement,,,"""Okay yeah sounds good"""
24.Orange.130,09:27.5,09:30.4,00:02.9,,,,"Chocolate Bar, Pistol","""So were not doing the pistol and were not doing the chocolate bar for six"""
24.Blue.159,09:30.0,09:31.0,00:01.0,,,,,"""I dont think yet"""
24.Blue.160,09:31.0,09:32.5,00:01.5,,,,,"""I dont think its as important"""
24.Orange.131,09:31.8,09:32.9,00:01.1,,Agreement,,,"""Okay okay"""
24.Orange.132,09:32.9,09:37.2,00:04.3,,Confirmation,,Rope,"""So thirty feet of rope"""
24.Blue.161,09:40.3,09:44.0,00:03.7,,Proposal,,Ski Poles,"""I put down ski poles as well pretty early on"""
24.Orange.133,09:42.3,09:42.9,00:00.5,,,,,"""%"""
24.Orange.134,09:43.2,09:44.7,00:01.5,,,,,"""To make the shelter"""
24.Blue.162,09:44.0,09:45.3,00:01.3,,,,,"""Y yeah I dont know"""
24.Orange.135,09:44.7,09:46.1,00:01.4,,,,,"""Okay I see I see"""
24.Blue.163,09:45.3,09:46.1,00:00.8,,,,,"""If you can """
24.Orange.136,09:46.5,09:48.6,00:02.1,,Agreement,,,"""Yeah that makes that does make sense"""
24.Orange.137,09:48.6,09:49.4,00:00.8,,,,,"""Um"""
24.Blue.164,09:49.4,09:50.4,00:01.1,,,,Ski Poles,"""But its not"""
24.Orange.138,09:50.7,09:52.6,00:01.9,,,,Ski Poles,"""Its like too important"""
24.Blue.165,09:51.4,09:53.1,00:01.7,,,,Ski Poles,"""Its its not its not crucial"""
24.Orange.139,09:53.1,09:57.8,00:04.6,,,,,"""Its like important when youre shelter is falling apart"""
24.Blue.166,09:57.6,09:58.5,00:00.9,,,,,"""Mhm"""
24.Orange.140,09:57.8,10:00.0,00:02.3,,,,,"""But then again like its so situational"""
24.Orange.141,10:00.0,10:03.1,00:03.1,,,,,"""You dont know if youre you dont know if its falling apart or not"""
24.Blue.167,10:00.8,10:01.4,00:00.6,,,,,"""Yeah"""
24.Blue.168,10:02.9,10:03.5,00:00.6,,,,,"""Yeah"""
24.Orange.142,10:04.2,10:10.5,00:06.3,,Disagreement,,Ski Poles,"""Um so maybe like maybe put that as like later"""
24.Orange.143,10:10.5,10:12.0,00:01.6,,,,,"""No maybe put it """
24.Blue.169,10:10.5,10:11.3,00:00.7,,,,,"""Mhm"""
24.Blue.170,10:13.4,10:15.1,00:01.7,,,,,"""What what do you think what for number seven"""
24.Blue.171,10:15.1,10:19.3,00:04.2,,,,,"""Uh I think we should keep cramming through these here because we only have fifteen minutes"""
24.Orange.144,10:19.3,10:20.5,00:01.1,,,,,"""Okay um"""
24.Blue.172,10:20.5,10:22.3,00:01.9,,,,,"""Weve probably used up half"""
24.Orange.145,10:21.4,10:25.1,00:03.7,,Proposal,,Ski Poles,"""Okay lets just put it s number seven its going to be a ski pole"""
24.Blue.173,10:26.5,10:27.2,00:00.7,Positive,Agreement,,,"""Sweet"""
24.Blue.174,10:27.7,10:29.2,00:01.5,,,,,"""What are you guys thinking for number eight"""
24.Orange.146,10:30.2,10:33.0,00:02.7,,Proposal,,Pistol,"""This is when Im thinking the pistol"""
24.Blue.175,10:33.0,10:34.2,00:01.2,,Agreement,,Pistol,"""Kay lets do it"""
24.Blue.176,10:34.2,10:35.0,00:00.9,Positive,Agreement,,Pistol,"""Thats a good call"""
24.Orange.147,10:35.1,10:35.8,00:00.7,,,,,"""Do you think so"""
24.Orange.148,10:35.8,10:36.6,00:00.8,,,,,"""I dont know"""
24.Pink.89,10:36.0,10:37.2,00:01.3,,Agreement,,,"""Yeah no sounds good"""
24.Orange.149,10:36.6,10:37.2,00:00.6,,,,,"""Okay"""
24.Blue.177,10:36.9,10:37.8,00:00.9,Positive,Agreement,,Pistol,"""I like I like that"""
24.Orange.150,10:37.8,10:38.5,00:00.7,,,,,"""Okay"""
24.Pink.90,10:40.0,10:42.5,00:02.5,,,,Steel Wool,"""What would we use the ball of steel wool"""
24.Pink.91,10:42.6,10:43.8,00:01.2,,,,,"""Is that like can you"""
24.Blue.178,10:43.2,10:44.7,00:01.5,,,Private,Steel Wool,"""I I put that last"""
24.Orange.151,10:44.6,10:46.4,00:01.8,,,,,"""Yeah I dont know why"""
24.Blue.179,10:45.3,10:47.4,00:02.0,,,,Steel Wool,"""I I have no idea what youd use that for"""
24.Pink.92,10:47.3,10:48.8,00:01.5,,,,Steel Wool,"""I feel like it could create spark"""
24.Pink.93,10:48.8,10:49.8,00:01.1,,,,,"""Im not too sure"""
24.Blue.180,10:49.3,10:51.1,00:01.9,,,,,"""Yeah may you probably could"""
24.Pink.94,10:50.6,10:51.4,00:00.8,,,,Flashlight,"""With the battery"""
24.Pink.95,10:51.4,10:53.4,00:02.0,,,,Flashlight,"""But I guess we dont have a battery so"""
24.Blue.181,10:52.8,10:55.1,00:02.3,,,,Flashlight,"""Whoa but in the flashlight with batteries"""
24.Pink.96,10:53.8,10:56.3,00:02.5,,,,,"""Right so would that """
24.Blue.182,10:55.2,10:56.3,00:01.1,Positive,,,,"""But thats genius"""
24.Pink.97,10:56.4,10:57.1,00:00.7,,,,,"""Yeah"""
24.Orange.152,10:57.5,10:59.4,00:01.9,,Proposal,,Steel Wool,"""Okay so were putting that as nine"""
24.Blue.183,10:58.3,10:59.4,00:01.1,,Agreement,,Steel Wool,"""Lets do it yeah"""
24.Blue.184,10:59.4,11:01.6,00:02.2,,,,,"""If everything gets wet and you uh"""
24.Pink.98,11:00.8,11:02.5,00:01.7,,,,,"""True true"""
24.Orange.153,11:01.1,11:02.6,00:01.5,,,,Cigarette Lighter,"""Cigarette lighter stops working"""
24.Blue.185,11:02.7,11:03.5,00:00.8,,,,,"""Yep"""
24.Orange.154,11:03.5,11:04.6,00:01.1,,,,,"""Okay so"""
24.Blue.186,11:04.2,11:05.3,00:01.1,,,,,"""So that was"""
24.Orange.155,11:05.0,11:07.2,00:02.2,,Confirmation,,Steel Wool,"""Ball of steel wool as number nine"""
24.Blue.187,11:06.9,11:07.6,00:00.7,Positive,Agreement,,,"""Cool"""
24.Blue.188,11:08.6,11:11.5,00:02.9,,,,,"""Do do do do"""
24.Pink.99,11:11.1,11:14.4,00:03.3,,Proposal,,Chocolate Bar,"""Kay guys I think this chocolate bar is to come into play now"""
24.Orange.156,11:14.2,11:15.5,00:01.2,,Agreement,,,"""Yeah I think so too"""
24.Orange.157,11:15.5,11:17.8,00:02.3,,,,,"""I think Im getting a little hungry in this situation"""
24.Blue.189,11:16.2,11:18.6,00:02.4,,Agreement,,Chocolate Bar,"""Yep lets put the choc chocolate bar in"""
24.Orange.158,11:18.7,11:19.3,00:00.7,,,,,"""Kay"""
24.Blue.190,11:18.7,11:19.6,00:00.9,,,,,"""Um"""
24.Pink.100,11:19.6,11:21.5,00:01.9,,,,,"""Theres a lot of what ifs here on food"""
24.Orange.159,11:21.3,11:22.5,00:01.2,Positive,,,,"""$"""
24.Blue.191,11:21.4,11:22.5,00:01.1,,,,,"""Yeah"""
24.Pink.101,11:21.5,11:23.2,00:01.7,Positive,,,,"""You kind of need that $"""
24.Blue.192,11:22.8,11:27.7,00:04.9,Negative,,,,"""At this point someones probably like biffed it fallen down and hurt themselves"""
24.Orange.160,11:23.3,11:24.6,00:01.4,Positive,,,,"""I know"""
24.Orange.161,11:25.3,11:26.5,00:01.2,"Positive, Negative",,,,"""$"""
24.Orange.162,11:27.3,11:28.7,00:01.4,"Positive, Negative",,,,"""$"""
24.Blue.193,11:28.0,11:32.0,00:04.0,,Proposal,,Compress Kit,"""So compress kit maybe at some point in the last couple"""
24.Pink.102,11:28.1,11:29.6,00:01.5,,Agreement,,,"""Eleven"""
24.Orange.163,11:28.7,11:30.1,00:01.4,"Positive, Negative",Agreement,,,"""Thats true $"""
24.Orange.164,11:30.7,11:31.6,00:00.9,,,,,"""%"""
24.Blue.194,11:32.4,11:33.1,00:00.8,,,,,"""Um"""
24.Orange.165,11:34.8,11:37.9,00:03.1,,Confirmation,,Compress Kit,"""Okay so eleven is the compass """
24.Orange.166,11:37.9,11:39.7,00:01.8,,,,,"""Wow um I cant speak"""
24.Blue.195,11:39.3,11:40.4,00:01.1,,,,,"""$"""
24.Orange.167,11:39.7,11:41.0,00:01.3,,Confirmation,,Compress Kit,"""Compre compre """
24.Blue.196,11:41.0,11:42.5,00:01.5,,,,Compress Kit,"""Compress compress kit"""
24.Orange.168,11:41.0,11:41.7,00:00.7,,,,,"""I dont even know"""
24.Orange.169,11:41.7,11:42.8,00:01.1,,Confirmation,,Compress Kit,"""Compress okay"""
24.Blue.197,11:42.5,11:44.7,00:02.2,,,,Compress Kit,"""I its usually called compression kit isnt it"""
24.Orange.170,11:44.3,11:45.8,00:01.5,,,,Compress Kit,"""Yeah compress compress"""
24.Orange.171,11:45.8,11:46.4,00:00.6,,,,,"""I dont know"""
24.Orange.172,11:46.4,11:48.4,00:02.0,,,,,"""I took first aid on the weekend so"""
24.Blue.198,11:47.6,11:48.7,00:01.1,Positive,,,,"""$"""
24.Orange.173,11:49.4,11:51.5,00:02.1,,,,,"""Kay twelve"""
24.Blue.199,11:52.2,11:53.0,00:00.8,,,,,"""Hm"""
24.Blue.200,11:53.6,11:54.5,00:00.9,,,,,"""Um"""
24.Blue.201,11:54.9,11:56.5,00:01.6,,Proposal,,Compass,"""This is when the compass might be """
24.Blue.202,11:56.5,11:58.4,00:01.8,,,,Compass,"""Did we put down compass already"""
24.Orange.174,11:57.4,12:00.2,00:02.9,,,,Whiskey,"""Did we put did we even write whiskey"""
24.Pink.103,11:58.5,11:59.7,00:01.2,,,,,"""No"""
24.Orange.175,12:00.3,12:01.9,00:01.6,,,,,"""Or is that like last"""
24.Blue.203,12:01.4,12:03.4,00:02.0,Positive,,,Whiskey,"""Well the whiskey might the celebratory"""
24.Orange.176,12:03.4,12:06.5,00:03.1,Positive,,,,"""Okay $ okay"""
24.Blue.204,12:03.8,12:06.2,00:02.4,,,,Whiskey,"""But its eighty five proof so"""
24.Pink.104,12:06.3,12:09.0,00:02.7,Negative,,,,"""Getting drunk in the woods might not be a good idea"""
24.Orange.177,12:06.5,12:07.6,00:01.1,,,,,"""Um"""
24.Blue.205,12:07.6,12:08.5,00:00.9,Negative,,,Whiskey,"""It might kill you"""
24.Orange.178,12:09.5,12:12.1,00:02.6,,Proposal,,Compass,"""All right so the compass"""
24.Orange.179,12:12.1,12:13.0,00:00.8,,,,,"""What else do we have"""
24.Orange.180,12:13.0,12:16.1,00:03.1,,,,Air Map,"""We have the sectional air map made of plastic"""
24.Blue.206,12:16.1,12:18.1,00:02.0,,,,"Air Map, Compass","""Yeah thats going to be useless without a compass though"""
24.Blue.207,12:18.1,12:23.0,00:04.9,,,,Air Map,"""Cause it thats like a map that you look at but if you dont know which way is which then youre screwed"""
24.Orange.181,12:22.2,12:23.0,00:00.7,,,,,"""Okay"""
24.Blue.208,12:23.0,12:26.7,00:03.7,,,,Compass,"""So I think the compass would be kind of like essential"""
24.Orange.182,12:25.3,12:26.3,00:01.1,,,,,"""Oh wait"""
24.Orange.183,12:26.4,12:27.7,00:01.3,,,,,"""Oh wait never mind never mind never mind"""
24.Orange.184,12:27.7,12:28.5,00:00.8,,,,,"""Um"""
24.Orange.185,12:28.6,12:33.3,00:04.7,,Proposal,,Compass,"""Yeah okay so should we put compass for twelve and then then"""
24.Blue.209,12:31.9,12:32.7,00:00.8,,Agreement,,,"""Yeah"""
24.Orange.186,12:33.5,12:35.0,00:01.5,,,,,"""Okay"""
24.Blue.210,12:35.9,12:36.6,00:00.7,,,,,"""Yeah"""
24.Blue.211,12:40.1,12:41.7,00:01.6,,,,,"""Do do do"""
24.Blue.212,12:43.7,12:45.2,00:01.5,,,,,"""So what do we have left"""
24.Pink.105,12:45.1,12:46.7,00:01.6,,,,"Newspaper, Whiskey","""Newspaper and whiskey I believe"""
24.Orange.187,12:46.7,12:48.1,00:01.4,Positive,,,,"""$"""
24.Blue.213,12:47.4,12:50.0,00:02.6,,Proposal,,Newspaper,"""Okay lets lets put down newspaper"""
24.Blue.214,12:50.6,12:52.4,00:01.8,,,,,"""Just in case you get bored"""
24.Orange.188,12:52.7,12:55.0,00:02.3,Positive,Agreement,,,"""Alrighty $"""
24.Blue.215,12:53.1,12:56.1,00:03.0,,,,,"""Cause at this at this at this point weve already made the fire"""
24.Blue.216,12:57.0,12:58.2,00:01.2,Positive,,,,"""$"""
24.Orange.189,12:57.4,13:00.3,00:02.9,,,,,"""And were kind of already on our way cause weve given up"""
24.Blue.217,12:59.1,13:00.8,00:01.7,,,,,"""And the yeah"""
24.Orange.190,13:00.3,13:02.2,00:01.9,,,,Compass,"""So weve taken our compass"""
24.Blue.218,13:01.2,13:05.2,00:04.0,Positive,,,Whiskey,"""And then we celebrate with the whiskey once we get to town"""
24.Orange.191,13:05.2,13:06.6,00:01.4,,,,,"""Alrighty"""
24.Pink.106,13:05.9,13:07.3,00:01.4,Positive,,,,"""But its kind of heavy no"""
24.Pink.107,13:07.3,13:09.2,00:01.9,Positive,,,,"""Im kidding $ Im kidding $ Im kidding"""
24.Blue.219,13:07.5,13:09.0,00:01.4,,,,Whiskey,"""The whiskey yeah"""
24.Pink.108,13:09.2,13:10.7,00:01.5,Positive,,,,"""Gonna carry it around"""
24.Blue.220,13:09.8,13:11.1,00:01.3,Positive,,,,"""Yeah $"""
24.Pink.109,13:12.2,13:13.9,00:01.7,Positive,,,,"""No that looks good to me"""
24.Blue.221,13:14.0,13:14.8,00:00.8,Positive,,,,"""Cool"""
24.Orange.192,13:16.7,13:17.6,00:00.9,,,,,"""Okay"""
24.Blue.222,13:17.6,13:18.6,00:01.0,Positive,,,,"""We did it"""
24.Orange.193,13:18.7,13:19.6,00:00.9,,,,,"""So I thought """
24.Blue.223,13:19.0,13:19.3,00:00.4,,,,,"""Yeah"""
24.Orange.194,13:19.6,13:21.2,00:01.6,,,,,"""Lets just like double check"""
24.Blue.224,13:20.9,13:21.4,00:00.5,,,,,"""Yeah"""
24.Orange.195,13:21.6,13:39.5,00:17.9,,,,"Air Map, Chocolate Bar, Cigarette Lighter, Compass, Compress Kit, Flashlight, Newspaper, Knife, Pistol, Rope, Shortening, Shirt/Pants, Ski Poles, Steel Wool, Whiskey","""Cigarette lighter flashlight shortening knife extra shirt and pants thirty feet of rope ski poll loaded forty five caliber pistol ball of steel wool family sized chocolate bar compress kit compass sectional air map made of plastic newspaper and the quart of eighty five proof whiskey"""
24.Blue.225,13:38.5,13:39.5,00:01.0,,,,,"""Mhm"""
24.Blue.226,13:40.0,13:40.6,00:00.6,,,,,"""Yeah"""
24.Pink.110,13:40.4,13:41.2,00:00.8,,,,,"""Okay"""
24.Orange.196,13:41.1,13:42.3,00:01.3,,,,,"""Yep okay"""
24.Blue.227,13:41.3,13:42.2,00:00.9,,,,,"""That the last"""
